id	wikidata
https://ehkultura.wikibase.cloud/entity/Q24406	http://www.wikidata.org/entity/Q508285
https://ehkultura.wikibase.cloud/entity/Q24385	http://www.wikidata.org/entity/Q541868
https://ehkultura.wikibase.cloud/entity/Q24318	http://www.wikidata.org/entity/Q685040
https://ehkultura.wikibase.cloud/entity/Q24412	http://www.wikidata.org/entity/Q698436
https://ehkultura.wikibase.cloud/entity/Q24324	http://www.wikidata.org/entity/Q725773
https://ehkultura.wikibase.cloud/entity/Q24434	http://www.wikidata.org/entity/Q722461
https://ehkultura.wikibase.cloud/entity/Q24374	http://www.wikidata.org/entity/Q828254
https://ehkultura.wikibase.cloud/entity/Q24328	http://www.wikidata.org/entity/Q944163
https://ehkultura.wikibase.cloud/entity/Q24359	http://www.wikidata.org/entity/Q973127
https://ehkultura.wikibase.cloud/entity/Q24462	http://www.wikidata.org/entity/Q980351
https://ehkultura.wikibase.cloud/entity/Q24455	http://www.wikidata.org/entity/Q1064751
https://ehkultura.wikibase.cloud/entity/Q24442	http://www.wikidata.org/entity/Q1276954
https://ehkultura.wikibase.cloud/entity/Q24403	http://www.wikidata.org/entity/Q1288359
https://ehkultura.wikibase.cloud/entity/Q24443	http://www.wikidata.org/entity/Q1367568
https://ehkultura.wikibase.cloud/entity/Q24444	http://www.wikidata.org/entity/Q1570107
https://ehkultura.wikibase.cloud/entity/Q24410	http://www.wikidata.org/entity/Q1640234
https://ehkultura.wikibase.cloud/entity/Q24325	http://www.wikidata.org/entity/Q1769472
https://ehkultura.wikibase.cloud/entity/Q24445	http://www.wikidata.org/entity/Q1811812
https://ehkultura.wikibase.cloud/entity/Q24375	http://www.wikidata.org/entity/Q1907638
https://ehkultura.wikibase.cloud/entity/Q24322	http://www.wikidata.org/entity/Q2369210
https://ehkultura.wikibase.cloud/entity/Q24368	http://www.wikidata.org/entity/Q2396324
https://ehkultura.wikibase.cloud/entity/Q24366	http://www.wikidata.org/entity/Q2443720
https://ehkultura.wikibase.cloud/entity/Q24336	http://www.wikidata.org/entity/Q2558727
https://ehkultura.wikibase.cloud/entity/Q24461	http://www.wikidata.org/entity/Q2913386
https://ehkultura.wikibase.cloud/entity/Q24400	http://www.wikidata.org/entity/Q3035204
https://ehkultura.wikibase.cloud/entity/Q24428	http://www.wikidata.org/entity/Q3083192
https://ehkultura.wikibase.cloud/entity/Q24426	http://www.wikidata.org/entity/Q3084802
https://ehkultura.wikibase.cloud/entity/Q24371	http://www.wikidata.org/entity/Q3170390
https://ehkultura.wikibase.cloud/entity/Q24309	http://www.wikidata.org/entity/Q3309677
https://ehkultura.wikibase.cloud/entity/Q24372	http://www.wikidata.org/entity/Q3295094
https://ehkultura.wikibase.cloud/entity/Q24430	http://www.wikidata.org/entity/Q3530737
https://ehkultura.wikibase.cloud/entity/Q24407	http://www.wikidata.org/entity/Q3751089
https://ehkultura.wikibase.cloud/entity/Q24425	http://www.wikidata.org/entity/Q3822596
https://ehkultura.wikibase.cloud/entity/Q24329	http://www.wikidata.org/entity/Q4719897
https://ehkultura.wikibase.cloud/entity/Q24454	http://www.wikidata.org/entity/Q5552777
https://ehkultura.wikibase.cloud/entity/Q24382	http://www.wikidata.org/entity/Q5882966
https://ehkultura.wikibase.cloud/entity/Q24333	http://www.wikidata.org/entity/Q5920748
https://ehkultura.wikibase.cloud/entity/Q24358	http://www.wikidata.org/entity/Q5983539
https://ehkultura.wikibase.cloud/entity/Q24317	http://www.wikidata.org/entity/Q7831734
https://ehkultura.wikibase.cloud/entity/Q24394	http://www.wikidata.org/entity/Q8002826
https://ehkultura.wikibase.cloud/entity/Q24321	http://www.wikidata.org/entity/Q12263689
https://ehkultura.wikibase.cloud/entity/Q24331	http://www.wikidata.org/entity/Q12269021
https://ehkultura.wikibase.cloud/entity/Q24357	http://www.wikidata.org/entity/Q12260928
https://ehkultura.wikibase.cloud/entity/Q24422	http://www.wikidata.org/entity/Q13843338
https://ehkultura.wikibase.cloud/entity/Q24342	http://www.wikidata.org/entity/Q17364327
https://ehkultura.wikibase.cloud/entity/Q24379	http://www.wikidata.org/entity/Q18608198
https://ehkultura.wikibase.cloud/entity/Q24427	http://www.wikidata.org/entity/Q19594515
https://ehkultura.wikibase.cloud/entity/Q24437	http://www.wikidata.org/entity/Q24567407
https://ehkultura.wikibase.cloud/entity/Q24345	http://www.wikidata.org/entity/Q24941300
https://ehkultura.wikibase.cloud/entity/Q24441	http://www.wikidata.org/entity/Q25341255
https://ehkultura.wikibase.cloud/entity/Q24389	http://www.wikidata.org/entity/Q25917270
https://ehkultura.wikibase.cloud/entity/Q24447	http://www.wikidata.org/entity/Q26159926
https://ehkultura.wikibase.cloud/entity/Q24356	http://www.wikidata.org/entity/Q34743831
https://ehkultura.wikibase.cloud/entity/Q24413	http://www.wikidata.org/entity/Q42827398
https://ehkultura.wikibase.cloud/entity/Q24340	http://www.wikidata.org/entity/Q47490645
https://ehkultura.wikibase.cloud/entity/Q24390	http://www.wikidata.org/entity/Q47538760
https://ehkultura.wikibase.cloud/entity/Q24365	http://www.wikidata.org/entity/Q47581191
https://ehkultura.wikibase.cloud/entity/Q24440	http://www.wikidata.org/entity/Q55688781
https://ehkultura.wikibase.cloud/entity/Q24378	http://www.wikidata.org/entity/Q59167373
https://ehkultura.wikibase.cloud/entity/Q24347	http://www.wikidata.org/entity/Q60685416
https://ehkultura.wikibase.cloud/entity/Q24314	http://www.wikidata.org/entity/Q82817225
https://ehkultura.wikibase.cloud/entity/Q24348	http://www.wikidata.org/entity/Q93373137
https://ehkultura.wikibase.cloud/entity/Q24404	http://www.wikidata.org/entity/Q93371358
https://ehkultura.wikibase.cloud/entity/Q24391	http://www.wikidata.org/entity/Q93428493
https://ehkultura.wikibase.cloud/entity/Q24388	http://www.wikidata.org/entity/Q93432529
https://ehkultura.wikibase.cloud/entity/Q24396	http://www.wikidata.org/entity/Q93429743
https://ehkultura.wikibase.cloud/entity/Q24386	http://www.wikidata.org/entity/Q93434748
https://ehkultura.wikibase.cloud/entity/Q24332	http://www.wikidata.org/entity/Q94098754
https://ehkultura.wikibase.cloud/entity/Q24431	http://www.wikidata.org/entity/Q94412333
https://ehkultura.wikibase.cloud/entity/Q24460	http://www.wikidata.org/entity/Q95395461
https://ehkultura.wikibase.cloud/entity/Q24341	http://www.wikidata.org/entity/Q95911904
https://ehkultura.wikibase.cloud/entity/Q24381	http://www.wikidata.org/entity/Q96096753
https://ehkultura.wikibase.cloud/entity/Q24401	http://www.wikidata.org/entity/Q108697914
https://ehkultura.wikibase.cloud/entity/Q24432	http://www.wikidata.org/entity/Q112451877
https://ehkultura.wikibase.cloud/entity/Q24451	http://www.wikidata.org/entity/Q112448357
https://ehkultura.wikibase.cloud/entity/Q24452	http://www.wikidata.org/entity/Q119580790
https://ehkultura.wikibase.cloud/entity/Q24387	http://www.wikidata.org/entity/Q120358239
https://ehkultura.wikibase.cloud/entity/Q24346	http://www.wikidata.org/entity/Q122500094
https://ehkultura.wikibase.cloud/entity/Q24370	http://www.wikidata.org/entity/Q131302813
https://ehkultura.wikibase.cloud/entity/Q24312	http://www.wikidata.org/entity/Q41131
https://ehkultura.wikibase.cloud/entity/Q24349	http://www.wikidata.org/entity/Q41408
https://ehkultura.wikibase.cloud/entity/Q23986	http://www.wikidata.org/entity/Q72883
https://ehkultura.wikibase.cloud/entity/Q23997	http://www.wikidata.org/entity/Q104266
https://ehkultura.wikibase.cloud/entity/Q24045	http://www.wikidata.org/entity/Q152524
https://ehkultura.wikibase.cloud/entity/Q24057	http://www.wikidata.org/entity/Q156567
https://ehkultura.wikibase.cloud/entity/Q24089	http://www.wikidata.org/entity/Q156736
https://ehkultura.wikibase.cloud/entity/Q24029	http://www.wikidata.org/entity/Q218686
https://ehkultura.wikibase.cloud/entity/Q24101	http://www.wikidata.org/entity/Q232273
https://ehkultura.wikibase.cloud/entity/Q24080	http://www.wikidata.org/entity/Q259348
https://ehkultura.wikibase.cloud/entity/Q24018	http://www.wikidata.org/entity/Q309716
https://ehkultura.wikibase.cloud/entity/Q24027	http://www.wikidata.org/entity/Q375386
https://ehkultura.wikibase.cloud/entity/Q24007	http://www.wikidata.org/entity/Q450764
https://ehkultura.wikibase.cloud/entity/Q23998	http://www.wikidata.org/entity/Q466607
https://ehkultura.wikibase.cloud/entity/Q24114	http://www.wikidata.org/entity/Q446427
https://ehkultura.wikibase.cloud/entity/Q24006	http://www.wikidata.org/entity/Q487546
https://ehkultura.wikibase.cloud/entity/Q24052	http://www.wikidata.org/entity/Q551429
https://ehkultura.wikibase.cloud/entity/Q23989	http://www.wikidata.org/entity/Q589698
https://ehkultura.wikibase.cloud/entity/Q24049	http://www.wikidata.org/entity/Q649627
https://ehkultura.wikibase.cloud/entity/Q24117	http://www.wikidata.org/entity/Q633809
https://ehkultura.wikibase.cloud/entity/Q24135	http://www.wikidata.org/entity/Q727753
https://ehkultura.wikibase.cloud/entity/Q23995	http://www.wikidata.org/entity/Q834926
https://ehkultura.wikibase.cloud/entity/Q24084	http://www.wikidata.org/entity/Q930619
https://ehkultura.wikibase.cloud/entity/Q24072	http://www.wikidata.org/entity/Q1241761
https://ehkultura.wikibase.cloud/entity/Q24113	http://www.wikidata.org/entity/Q1252116
https://ehkultura.wikibase.cloud/entity/Q24134	http://www.wikidata.org/entity/Q1347062
https://ehkultura.wikibase.cloud/entity/Q24085	http://www.wikidata.org/entity/Q1518141
https://ehkultura.wikibase.cloud/entity/Q24010	http://www.wikidata.org/entity/Q1578900
https://ehkultura.wikibase.cloud/entity/Q24136	http://www.wikidata.org/entity/Q2677363
https://ehkultura.wikibase.cloud/entity/Q24034	http://www.wikidata.org/entity/Q3013828
https://ehkultura.wikibase.cloud/entity/Q24036	http://www.wikidata.org/entity/Q3081821
https://ehkultura.wikibase.cloud/entity/Q24042	http://www.wikidata.org/entity/Q3434729
https://ehkultura.wikibase.cloud/entity/Q24076	http://www.wikidata.org/entity/Q5448539
https://ehkultura.wikibase.cloud/entity/Q24118	http://www.wikidata.org/entity/Q5662945
https://ehkultura.wikibase.cloud/entity/Q24103	http://www.wikidata.org/entity/Q5833176
https://ehkultura.wikibase.cloud/entity/Q24020	http://www.wikidata.org/entity/Q5858970
https://ehkultura.wikibase.cloud/entity/Q24068	http://www.wikidata.org/entity/Q5859367
https://ehkultura.wikibase.cloud/entity/Q24127	http://www.wikidata.org/entity/Q5934268
https://ehkultura.wikibase.cloud/entity/Q24122	http://www.wikidata.org/entity/Q6109667
https://ehkultura.wikibase.cloud/entity/Q24096	http://www.wikidata.org/entity/Q6120865
https://ehkultura.wikibase.cloud/entity/Q24100	http://www.wikidata.org/entity/Q6177037
https://ehkultura.wikibase.cloud/entity/Q24112	http://www.wikidata.org/entity/Q6709343
https://ehkultura.wikibase.cloud/entity/Q24086	http://www.wikidata.org/entity/Q7815261
https://ehkultura.wikibase.cloud/entity/Q24107	http://www.wikidata.org/entity/Q8386273
https://ehkultura.wikibase.cloud/entity/Q23992	http://www.wikidata.org/entity/Q9032662
https://ehkultura.wikibase.cloud/entity/Q24063	http://www.wikidata.org/entity/Q9048504
https://ehkultura.wikibase.cloud/entity/Q24043	http://www.wikidata.org/entity/Q12162865
https://ehkultura.wikibase.cloud/entity/Q24031	http://www.wikidata.org/entity/Q12392860
https://ehkultura.wikibase.cloud/entity/Q24033	http://www.wikidata.org/entity/Q16298703
https://ehkultura.wikibase.cloud/entity/Q23999	http://www.wikidata.org/entity/Q16992392
https://ehkultura.wikibase.cloud/entity/Q24038	http://www.wikidata.org/entity/Q19609832
https://ehkultura.wikibase.cloud/entity/Q24022	http://www.wikidata.org/entity/Q19938922
https://ehkultura.wikibase.cloud/entity/Q24075	http://www.wikidata.org/entity/Q20005312
https://ehkultura.wikibase.cloud/entity/Q24126	http://www.wikidata.org/entity/Q22569814
https://ehkultura.wikibase.cloud/entity/Q24088	http://www.wikidata.org/entity/Q24353931
https://ehkultura.wikibase.cloud/entity/Q24074	http://www.wikidata.org/entity/Q25272208
https://ehkultura.wikibase.cloud/entity/Q24019	http://www.wikidata.org/entity/Q25509946
https://ehkultura.wikibase.cloud/entity/Q24123	http://www.wikidata.org/entity/Q28735831
https://ehkultura.wikibase.cloud/entity/Q24053	http://www.wikidata.org/entity/Q29345272
https://ehkultura.wikibase.cloud/entity/Q24044	http://www.wikidata.org/entity/Q30038491
https://ehkultura.wikibase.cloud/entity/Q24060	http://www.wikidata.org/entity/Q33319243
https://ehkultura.wikibase.cloud/entity/Q24051	http://www.wikidata.org/entity/Q37828646
https://ehkultura.wikibase.cloud/entity/Q24082	http://www.wikidata.org/entity/Q53450609
https://ehkultura.wikibase.cloud/entity/Q24058	http://www.wikidata.org/entity/Q53551496
https://ehkultura.wikibase.cloud/entity/Q24067	http://www.wikidata.org/entity/Q53549597
https://ehkultura.wikibase.cloud/entity/Q24064	http://www.wikidata.org/entity/Q53553554
https://ehkultura.wikibase.cloud/entity/Q24011	http://www.wikidata.org/entity/Q56651172
https://ehkultura.wikibase.cloud/entity/Q24056	http://www.wikidata.org/entity/Q56744172
https://ehkultura.wikibase.cloud/entity/Q24104	http://www.wikidata.org/entity/Q58197520
https://ehkultura.wikibase.cloud/entity/Q24090	http://www.wikidata.org/entity/Q59533636
https://ehkultura.wikibase.cloud/entity/Q24070	http://www.wikidata.org/entity/Q59549084
https://ehkultura.wikibase.cloud/entity/Q24124	http://www.wikidata.org/entity/Q74405156
https://ehkultura.wikibase.cloud/entity/Q24119	http://www.wikidata.org/entity/Q85867215
https://ehkultura.wikibase.cloud/entity/Q24092	http://www.wikidata.org/entity/Q86593336
https://ehkultura.wikibase.cloud/entity/Q24102	http://www.wikidata.org/entity/Q90160365
https://ehkultura.wikibase.cloud/entity/Q24061	http://www.wikidata.org/entity/Q93230585
https://ehkultura.wikibase.cloud/entity/Q24041	http://www.wikidata.org/entity/Q93387832
https://ehkultura.wikibase.cloud/entity/Q24003	http://www.wikidata.org/entity/Q94684676
https://ehkultura.wikibase.cloud/entity/Q24087	http://www.wikidata.org/entity/Q95703249
https://ehkultura.wikibase.cloud/entity/Q24023	http://www.wikidata.org/entity/Q96756748
https://ehkultura.wikibase.cloud/entity/Q24037	http://www.wikidata.org/entity/Q96754761
https://ehkultura.wikibase.cloud/entity/Q24017	http://www.wikidata.org/entity/Q99438428
https://ehkultura.wikibase.cloud/entity/Q24108	http://www.wikidata.org/entity/Q103851516
https://ehkultura.wikibase.cloud/entity/Q24028	http://www.wikidata.org/entity/Q110037811
https://ehkultura.wikibase.cloud/entity/Q24015	http://www.wikidata.org/entity/Q111077250
https://ehkultura.wikibase.cloud/entity/Q24009	http://www.wikidata.org/entity/Q112324769
https://ehkultura.wikibase.cloud/entity/Q24137	http://www.wikidata.org/entity/Q113781188
https://ehkultura.wikibase.cloud/entity/Q24094	http://www.wikidata.org/entity/Q113804364
https://ehkultura.wikibase.cloud/entity/Q24097	http://www.wikidata.org/entity/Q114678577
https://ehkultura.wikibase.cloud/entity/Q24040	http://www.wikidata.org/entity/Q116292082
https://ehkultura.wikibase.cloud/entity/Q24046	http://www.wikidata.org/entity/Q117406355
https://ehkultura.wikibase.cloud/entity/Q24005	http://www.wikidata.org/entity/Q118829409
https://ehkultura.wikibase.cloud/entity/Q24081	http://www.wikidata.org/entity/Q118818678
https://ehkultura.wikibase.cloud/entity/Q24109	http://www.wikidata.org/entity/Q118828977
https://ehkultura.wikibase.cloud/entity/Q24004	http://www.wikidata.org/entity/Q123358193
https://ehkultura.wikibase.cloud/entity/Q24125	http://www.wikidata.org/entity/Q124211967
https://ehkultura.wikibase.cloud/entity/Q24035	http://www.wikidata.org/entity/Q124381977
https://ehkultura.wikibase.cloud/entity/Q24105	http://www.wikidata.org/entity/Q130239081
https://ehkultura.wikibase.cloud/entity/Q24132	http://www.wikidata.org/entity/Q131932876
https://ehkultura.wikibase.cloud/entity/Q24083	http://www.wikidata.org/entity/Q882
https://ehkultura.wikibase.cloud/entity/Q24078	http://www.wikidata.org/entity/Q35548
https://ehkultura.wikibase.cloud/entity/Q24013	http://www.wikidata.org/entity/Q56008
https://ehkultura.wikibase.cloud/entity/Q23929	http://www.wikidata.org/entity/Q66209
https://ehkultura.wikibase.cloud/entity/Q23902	http://www.wikidata.org/entity/Q83326
https://ehkultura.wikibase.cloud/entity/Q23854	http://www.wikidata.org/entity/Q105221
https://ehkultura.wikibase.cloud/entity/Q23910	http://www.wikidata.org/entity/Q158092
https://ehkultura.wikibase.cloud/entity/Q23984	http://www.wikidata.org/entity/Q156193
https://ehkultura.wikibase.cloud/entity/Q23909	http://www.wikidata.org/entity/Q182847
https://ehkultura.wikibase.cloud/entity/Q23884	http://www.wikidata.org/entity/Q190373
https://ehkultura.wikibase.cloud/entity/Q23850	http://www.wikidata.org/entity/Q215919
https://ehkultura.wikibase.cloud/entity/Q23848	http://www.wikidata.org/entity/Q221771
https://ehkultura.wikibase.cloud/entity/Q23893	http://www.wikidata.org/entity/Q234721
https://ehkultura.wikibase.cloud/entity/Q23859	http://www.wikidata.org/entity/Q270800
https://ehkultura.wikibase.cloud/entity/Q23875	http://www.wikidata.org/entity/Q274415
https://ehkultura.wikibase.cloud/entity/Q23861	http://www.wikidata.org/entity/Q311005
https://ehkultura.wikibase.cloud/entity/Q23911	http://www.wikidata.org/entity/Q362544
https://ehkultura.wikibase.cloud/entity/Q23931	http://www.wikidata.org/entity/Q495813
https://ehkultura.wikibase.cloud/entity/Q23927	http://www.wikidata.org/entity/Q628136
https://ehkultura.wikibase.cloud/entity/Q23878	http://www.wikidata.org/entity/Q647075
https://ehkultura.wikibase.cloud/entity/Q23896	http://www.wikidata.org/entity/Q642942
https://ehkultura.wikibase.cloud/entity/Q23852	http://www.wikidata.org/entity/Q706078
https://ehkultura.wikibase.cloud/entity/Q23968	http://www.wikidata.org/entity/Q705225
https://ehkultura.wikibase.cloud/entity/Q23974	http://www.wikidata.org/entity/Q822322
https://ehkultura.wikibase.cloud/entity/Q23913	http://www.wikidata.org/entity/Q931009
https://ehkultura.wikibase.cloud/entity/Q23953	http://www.wikidata.org/entity/Q955912
https://ehkultura.wikibase.cloud/entity/Q23990	http://www.wikidata.org/entity/Q1351142
https://ehkultura.wikibase.cloud/entity/Q23945	http://www.wikidata.org/entity/Q1522417
https://ehkultura.wikibase.cloud/entity/Q23960	http://www.wikidata.org/entity/Q1711445
https://ehkultura.wikibase.cloud/entity/Q23888	http://www.wikidata.org/entity/Q1947131
https://ehkultura.wikibase.cloud/entity/Q23985	http://www.wikidata.org/entity/Q1979892
https://ehkultura.wikibase.cloud/entity/Q23891	http://www.wikidata.org/entity/Q2062387
https://ehkultura.wikibase.cloud/entity/Q23976	http://www.wikidata.org/entity/Q2837877
https://ehkultura.wikibase.cloud/entity/Q23962	http://www.wikidata.org/entity/Q2897554
https://ehkultura.wikibase.cloud/entity/Q23988	http://www.wikidata.org/entity/Q3084095
https://ehkultura.wikibase.cloud/entity/Q23939	http://www.wikidata.org/entity/Q3170712
https://ehkultura.wikibase.cloud/entity/Q23847	http://www.wikidata.org/entity/Q3312335
https://ehkultura.wikibase.cloud/entity/Q23944	http://www.wikidata.org/entity/Q3335555
https://ehkultura.wikibase.cloud/entity/Q23923	http://www.wikidata.org/entity/Q3554232
https://ehkultura.wikibase.cloud/entity/Q23937	http://www.wikidata.org/entity/Q3634934
https://ehkultura.wikibase.cloud/entity/Q23894	http://www.wikidata.org/entity/Q3754176
https://ehkultura.wikibase.cloud/entity/Q23978	http://www.wikidata.org/entity/Q3763457
https://ehkultura.wikibase.cloud/entity/Q23871	http://www.wikidata.org/entity/Q3816164
https://ehkultura.wikibase.cloud/entity/Q23971	http://www.wikidata.org/entity/Q3821080
https://ehkultura.wikibase.cloud/entity/Q23954	http://www.wikidata.org/entity/Q3852075
https://ehkultura.wikibase.cloud/entity/Q23943	http://www.wikidata.org/entity/Q3893775
https://ehkultura.wikibase.cloud/entity/Q23917	http://www.wikidata.org/entity/Q4080599
https://ehkultura.wikibase.cloud/entity/Q23949	http://www.wikidata.org/entity/Q4443200
https://ehkultura.wikibase.cloud/entity/Q23991	http://www.wikidata.org/entity/Q4963662
https://ehkultura.wikibase.cloud/entity/Q23867	http://www.wikidata.org/entity/Q6301617
https://ehkultura.wikibase.cloud/entity/Q23912	http://www.wikidata.org/entity/Q6384043
https://ehkultura.wikibase.cloud/entity/Q23946	http://www.wikidata.org/entity/Q6755398
https://ehkultura.wikibase.cloud/entity/Q23967	http://www.wikidata.org/entity/Q7814999
https://ehkultura.wikibase.cloud/entity/Q23934	http://www.wikidata.org/entity/Q9016844
https://ehkultura.wikibase.cloud/entity/Q23979	http://www.wikidata.org/entity/Q11690562
https://ehkultura.wikibase.cloud/entity/Q23866	http://www.wikidata.org/entity/Q12256485
https://ehkultura.wikibase.cloud/entity/Q23856	http://www.wikidata.org/entity/Q12263269
https://ehkultura.wikibase.cloud/entity/Q23857	http://www.wikidata.org/entity/Q12268926
https://ehkultura.wikibase.cloud/entity/Q23942	http://www.wikidata.org/entity/Q12257838
https://ehkultura.wikibase.cloud/entity/Q23890	http://www.wikidata.org/entity/Q15176626
https://ehkultura.wikibase.cloud/entity/Q23889	http://www.wikidata.org/entity/Q16174932
https://ehkultura.wikibase.cloud/entity/Q23883	http://www.wikidata.org/entity/Q16637185
https://ehkultura.wikibase.cloud/entity/Q23970	http://www.wikidata.org/entity/Q17029545
https://ehkultura.wikibase.cloud/entity/Q23956	http://www.wikidata.org/entity/Q19079499
https://ehkultura.wikibase.cloud/entity/Q23982	http://www.wikidata.org/entity/Q19290615
https://ehkultura.wikibase.cloud/entity/Q23951	http://www.wikidata.org/entity/Q19666872
https://ehkultura.wikibase.cloud/entity/Q23957	http://www.wikidata.org/entity/Q21506180
https://ehkultura.wikibase.cloud/entity/Q23940	http://www.wikidata.org/entity/Q21964326
https://ehkultura.wikibase.cloud/entity/Q23947	http://www.wikidata.org/entity/Q27735308
https://ehkultura.wikibase.cloud/entity/Q23980	http://www.wikidata.org/entity/Q29177394
https://ehkultura.wikibase.cloud/entity/Q23833	http://www.wikidata.org/entity/Q51360267
https://ehkultura.wikibase.cloud/entity/Q23981	http://www.wikidata.org/entity/Q53617958
https://ehkultura.wikibase.cloud/entity/Q23834	http://www.wikidata.org/entity/Q54270835
https://ehkultura.wikibase.cloud/entity/Q23925	http://www.wikidata.org/entity/Q55231135
https://ehkultura.wikibase.cloud/entity/Q23892	http://www.wikidata.org/entity/Q55638916
https://ehkultura.wikibase.cloud/entity/Q23864	http://www.wikidata.org/entity/Q56737227
https://ehkultura.wikibase.cloud/entity/Q23837	http://www.wikidata.org/entity/Q57083968
https://ehkultura.wikibase.cloud/entity/Q23919	http://www.wikidata.org/entity/Q59870567
https://ehkultura.wikibase.cloud/entity/Q23863	http://www.wikidata.org/entity/Q60438844
https://ehkultura.wikibase.cloud/entity/Q23865	http://www.wikidata.org/entity/Q63411229
https://ehkultura.wikibase.cloud/entity/Q23916	http://www.wikidata.org/entity/Q63989888
https://ehkultura.wikibase.cloud/entity/Q23882	http://www.wikidata.org/entity/Q93221457
https://ehkultura.wikibase.cloud/entity/Q23880	http://www.wikidata.org/entity/Q93431437
https://ehkultura.wikibase.cloud/entity/Q23965	http://www.wikidata.org/entity/Q93431154
https://ehkultura.wikibase.cloud/entity/Q23851	http://www.wikidata.org/entity/Q94904798
https://ehkultura.wikibase.cloud/entity/Q23870	http://www.wikidata.org/entity/Q95217555
https://ehkultura.wikibase.cloud/entity/Q23950	http://www.wikidata.org/entity/Q95870128
https://ehkultura.wikibase.cloud/entity/Q23899	http://www.wikidata.org/entity/Q101541303
https://ehkultura.wikibase.cloud/entity/Q23855	http://www.wikidata.org/entity/Q107901517
https://ehkultura.wikibase.cloud/entity/Q23845	http://www.wikidata.org/entity/Q112424724
https://ehkultura.wikibase.cloud/entity/Q23963	http://www.wikidata.org/entity/Q112468023
https://ehkultura.wikibase.cloud/entity/Q23872	http://www.wikidata.org/entity/Q132167112
https://ehkultura.wikibase.cloud/entity/Q23921	http://www.wikidata.org/entity/Q132167054
https://ehkultura.wikibase.cloud/entity/Q23860	http://www.wikidata.org/entity/Q1339
https://ehkultura.wikibase.cloud/entity/Q23849	http://www.wikidata.org/entity/Q7122
https://ehkultura.wikibase.cloud/entity/Q23877	http://www.wikidata.org/entity/Q9711
https://ehkultura.wikibase.cloud/entity/Q23977	http://www.wikidata.org/entity/Q909
https://ehkultura.wikibase.cloud/entity/Q23987	http://www.wikidata.org/entity/Q5383
https://ehkultura.wikibase.cloud/entity/Q23915	http://www.wikidata.org/entity/Q37327
https://ehkultura.wikibase.cloud/entity/Q23938	http://www.wikidata.org/entity/Q42156
https://ehkultura.wikibase.cloud/entity/Q23932	http://www.wikidata.org/entity/Q61078
https://ehkultura.wikibase.cloud/entity/Q23748	http://www.wikidata.org/entity/Q77061
https://ehkultura.wikibase.cloud/entity/Q23753	http://www.wikidata.org/entity/Q170071
https://ehkultura.wikibase.cloud/entity/Q23780	http://www.wikidata.org/entity/Q184169
https://ehkultura.wikibase.cloud/entity/Q23842	http://www.wikidata.org/entity/Q187166
https://ehkultura.wikibase.cloud/entity/Q23747	http://www.wikidata.org/entity/Q239823
https://ehkultura.wikibase.cloud/entity/Q23796	http://www.wikidata.org/entity/Q235066
